Epoch,LR,Train Loss,Global Val Acc,AffectNet Acc,EmoSet-118k Acc,ExpWFormated Acc,FERPlus Acc,MMAFEDB Acc,NHFI Acc,RAF-DB Acc,jaffeFormated Acc
217,0.0007274129043148688,1.0302,82.24,74.99,81.87,77.88,95.70,76.55,72.08,89.26,76.47
218,0.0007250944136965391,1.0424,82.23,75.12,81.84,77.81,95.63,76.55,72.29,89.17,76.47
219,0.000722769889078678,1.0449,82.25,75.17,81.84,77.99,95.70,76.42,73.12,89.34,82.35
220,0.0007204393941893022,1.0274,82.25,75.21,81.73,77.99,95.75,76.40,73.33,89.34,82.35
221,0.0007181029929201061,1.0301,82.29,75.56,81.90,77.92,95.82,76.38,72.92,89.26,82.35
222,0.000715760749324711,1.0299,82.30,75.65,81.79,77.96,95.79,76.52,72.50,88.93,82.35
223,0.0007134127276169082,1.0293,82.30,75.56,81.93,77.96,95.71,76.48,73.33,88.84,82.35
224,0.0007110589921688987,1.0259,82.28,75.61,81.87,78.17,95.66,76.41,73.12,88.84,82.35
225,0.0007086996075095288,1.0354,82.24,75.43,81.76,78.03,95.68,76.44,73.54,88.68,82.35
226,0.0007063346383225211,1.0350,82.29,75.52,81.84,78.06,95.64,76.49,73.54,88.93,82.35
227,0.0007039641494447004,1.0348,82.29,75.30,81.81,78.10,95.64,76.49,73.12,89.42,82.35
228,0.0007015882058642164,1.0298,82.32,75.08,82.01,78.24,95.70,76.52,72.92,89.34,82.35
229,0.0006992068727187629,1.0261,82.21,74.99,81.81,78.14,95.64,76.45,72.71,88.93,82.35
230,0.000696820215293791,1.0341,82.17,74.81,81.67,78.06,95.77,76.35,72.50,89.17,82.35
231,0.0006944282990207195,1.0348,82.22,74.81,81.64,78.10,95.80,76.45,72.71,89.34,76.47
232,0.0006920311894751413,1.0394,82.39,75.12,82.07,78.35,95.79,76.61,72.92,89.09,82.35
233,0.0006896289523750255,1.0042,82.36,75.08,81.93,78.39,95.87,76.52,73.12,89.01,82.35
234,0.0006872216535789157,1.0448,82.38,75.21,81.79,78.46,95.84,76.56,73.96,88.93,82.35
235,0.0006848093590841244,1.0258,82.32,74.94,81.76,78.46,95.87,76.46,74.38,88.84,82.35
236,0.0006823921350249235,1.0365,82.30,75.08,81.76,78.42,95.82,76.44,73.96,88.68,82.35
237,0.0006799700476707324,1.0254,82.39,75.03,81.87,78.53,95.84,76.62,74.38,88.60,82.35
238,0.0006775431634242986,1.0247,82.46,74.81,81.81,78.49,95.91,76.80,74.38,88.93,82.35
239,0.00067511154881988,1.0243,82.48,74.90,81.79,78.78,95.80,76.80,74.38,89.09,82.35
240,0.0006726752705214194,1.0289,82.49,75.08,81.70,78.71,95.77,76.85,74.38,89.17,82.35
241,0.0006702343953207166,1.0210,82.44,74.99,81.95,78.56,95.75,76.76,73.75,89.01,82.35
242,0.0006677889901355987,1.0224,82.33,75.17,81.81,78.35,95.82,76.46,73.96,89.09,82.35
243,0.0006653391220080841,1.0223,82.30,75.08,81.90,78.21,95.75,76.49,74.17,88.60,82.35
244,0.0006628848581025447,1.0186,82.33,74.90,82.18,78.14,95.80,76.52,74.38,88.51,82.35
245,0.0006604262657038655,1.0210,82.43,75.03,82.37,78.28,95.80,76.61,74.79,88.51,82.35
246,0.000657963412215599,1.0199,82.40,74.90,82.23,78.31,95.75,76.65,74.38,88.60,82.35
247,0.0006554963651581177,1.0283,82.34,74.90,82.12,78.14,95.86,76.57,73.75,88.51,82.35
248,0.000653025192166763,1.0125,82.38,74.90,82.21,78.06,95.89,76.67,73.12,88.68,82.35
249,0.0006505499609899904,1.0207,82.38,74.77,82.01,78.06,95.89,76.71,73.96,88.76,82.35
250,0.0006480707394875135,1.0044,82.41,74.94,81.93,78.21,95.93,76.82,72.71,88.60,82.35
251,0.0006455875956284418,1.0167,82.47,74.86,82.04,78.53,95.93,76.82,73.33,88.51,82.35
252,0.0006431005974894186,1.0211,82.44,74.37,82.09,78.64,95.91,76.83,73.33,88.51,82.35
253,0.0006406098132527542,1.0142,82.41,74.32,82.12,78.67,95.89,76.74,73.12,88.60,82.35
254,0.0006381153112045566,1.0051,82.44,74.50,82.32,78.96,95.86,76.62,73.12,88.68,82.35
255,0.0006356171597328596,1.0093,82.32,74.32,82.35,78.78,95.84,76.41,72.92,88.51,82.35
