Epoch,LR,Train Loss,Global Val Acc,AffectNet Acc,EmoSet-118k Acc,ExpWFormated Acc,FERPlus Acc,MMAFEDB Acc,NHFI Acc,RAF-DB Acc,jaffeFormated Acc
262,0.0002942392506752891,0.6662,82.47,75.61,81.56,78.06,96.46,76.72,71.46,88.43,94.12
263,0.0002907280721473951,0.6792,82.41,75.65,81.76,77.88,96.41,76.56,71.04,88.60,94.12
264,0.000287230110921322,0.6797,82.40,75.39,81.76,77.78,96.41,76.69,70.83,88.35,94.12
265,0.00028374558276779514,0.6690,82.38,75.34,81.81,77.78,96.39,76.57,71.25,88.43,94.12
266,0.0002802747026289244,0.6686,82.44,75.92,81.56,77.92,96.35,76.67,71.67,88.43,94.12
267,0.00027681768460494625,0.6584,82.42,75.79,81.45,78.28,96.37,76.59,72.08,88.02,94.12
268,0.0002733747419410163,0.6683,82.46,75.61,81.64,78.42,96.41,76.54,72.71,88.26,94.12
269,0.00026994608701405554,0.6674,82.50,75.25,81.70,78.28,96.35,76.80,72.08,88.43,94.12
270,0.0002665319313196509,0.6667,82.52,74.90,81.95,78.35,96.41,76.82,71.88,88.35,94.12
271,0.00026313248545900726,0.6628,82.49,75.12,81.93,78.53,96.43,76.60,72.08,88.43,94.12
272,0.00025974795912595824,0.6630,82.49,75.25,81.93,78.42,96.43,76.61,71.46,88.51,94.12
273,0.00025637856109403064,0.6696,82.47,75.08,81.95,78.71,96.44,76.47,71.04,88.93,94.12
274,0.0002530244992035662,0.6713,82.43,74.81,81.90,78.78,96.37,76.48,71.04,88.68,94.12
275,0.00024968598034890154,0.6668,82.49,74.99,81.90,78.67,96.34,76.69,71.04,88.51,94.12
276,0.0002463632104656054,0.6639,82.46,75.03,81.87,78.67,96.37,76.57,71.25,88.60,94.12
277,0.00024305639451777572,0.6600,82.42,74.99,82.01,78.46,96.39,76.42,71.46,88.76,94.12
278,0.00023976573648539653,0.6601,82.42,74.32,81.93,78.24,96.55,76.52,72.29,89.01,94.12
279,0.00023649143935175614,0.6540,82.40,73.79,81.95,78.14,96.53,76.63,72.29,89.01,94.12
280,0.0002332337050909247,0.6566,82.42,73.71,82.23,78.10,96.51,76.67,72.08,88.76,94.12
281,0.00022999273465529687,0.6527,82.48,74.02,82.40,78.42,96.55,76.59,72.29,88.60,94.12
282,0.0002267687279631953,0.6545,82.47,73.97,82.29,78.64,96.59,76.52,71.67,88.76,94.12
283,0.00022356188388653931,0.6479,82.52,73.88,82.21,78.60,96.62,76.68,71.67,89.01,94.12
284,0.0002203724002385771,0.6449,82.46,74.02,82.04,78.64,96.60,76.53,72.08,89.01,94.12
285,0.00021720047376168385,0.6543,82.54,74.28,82.23,78.53,96.67,76.59,71.88,89.09,94.12
286,0.00021404630011522585,0.6561,82.49,74.06,82.18,78.49,96.66,76.52,71.88,89.26,94.12
287,0.00021091007386349095,0.6484,82.45,73.75,82.09,78.17,96.59,76.63,72.71,89.26,94.12
288,0.00020779198846368748,0.6413,82.44,73.75,81.98,78.24,96.60,76.63,73.12,89.01,94.12
289,0.00020469223625401006,0.6540,82.53,73.71,82.04,78.42,96.69,76.69,73.54,89.26,94.12
290,0.00020161100844177658,0.6389,82.50,73.35,82.09,78.42,96.73,76.70,73.12,89.17,94.12
291,0.00019854849509163213,0.6433,82.43,73.17,81.87,78.21,96.73,76.70,73.54,89.09,94.12
292,0.00019550488511382592,0.6436,82.45,73.44,81.90,78.17,96.82,76.63,73.54,89.01,94.12
293,0.000192480366252558,0.6416,82.45,73.66,81.84,78.10,96.76,76.65,72.92,89.17,94.12
294,0.00018947512507439858,0.6382,82.48,73.79,82.09,77.99,96.78,76.62,72.50,89.42,94.12
295,0.00018648934695677944,0.6407,82.38,73.75,82.04,77.85,96.80,76.53,72.29,88.76,94.12
296,0.00018352321607655915,0.6407,82.32,73.57,82.01,77.81,96.78,76.40,72.29,88.84,94.12
297,0.00018057691539866206,0.6448,82.34,73.84,82.04,77.63,96.76,76.48,72.50,88.68,88.24
298,0.00017765062666479239,0.6293,82.38,73.93,82.09,77.85,96.75,76.50,72.71,88.43,88.24
299,0.00017474453038222323,0.6287,82.51,74.10,82.04,78.28,96.76,76.64,73.12,88.76,88.24
300,0.00017185880581266214,0.6326,82.49,74.24,82.01,78.31,96.75,76.55,73.54,88.76,88.24
301,0.00016899363096119381,0.6398,82.49,74.19,82.15,78.21,96.71,76.55,73.75,88.60,88.24
302,0.00016614918256529907,0.6241,82.43,74.24,81.81,78.06,96.69,76.56,73.54,88.68,88.24
303,0.0001633256360839536,0.6185,82.43,73.97,81.84,78.35,96.62,76.55,73.33,88.93,88.24
304,0.00016052316568680443,0.6266,82.48,73.79,81.98,78.46,96.60,76.72,73.12,88.60,88.24
305,0.00015774194424342643,0.6261,82.43,73.79,81.95,78.39,96.64,76.61,72.71,88.76,88.24
306,0.000154982143312659,0.6276,82.53,73.71,82.07,78.56,96.69,76.75,73.12,88.68,88.24
307,0.00015224393313202335,0.6249,82.56,73.66,82.21,78.49,96.64,76.77,73.75,89.01,88.24
308,0.0001495274826072216,0.6254,82.59,73.93,82.32,78.42,96.60,76.90,73.12,88.43,88.24
309,0.00014683295930171763,0.6240,82.54,73.97,82.43,78.21,96.62,76.74,73.33,88.60,88.24
310,0.0001441605294264014,0.6190,82.61,74.32,82.49,78.14,96.66,76.80,73.54,88.51,88.24
311,0.0001415103578293356,0.6112,82.62,74.46,82.35,78.21,96.67,76.86,72.92,88.43,88.24
312,0.00013888260798558815,0.6262,82.56,74.19,82.32,77.96,96.71,76.83,72.08,88.76,88.24
313,0.00013627744198714705,0.6309,82.70,74.28,82.43,78.28,96.69,77.04,72.50,88.76,94.12
314,0.0001336950205329225,0.6217,82.65,74.24,82.43,78.28,96.82,76.89,72.08,88.51,94.12
315,0.00013113550291883415,0.6122,82.73,74.28,82.66,78.60,96.82,76.93,72.50,88.18,94.12
316,0.0001285990470279847,0.6140,82.59,73.57,82.51,78.46,96.78,76.83,72.50,88.35,94.12
317,0.00012608580932092143,0.6095,82.54,73.62,82.46,78.46,96.85,76.72,71.88,88.18,88.24
318,0.00012359594482598438,0.6266,82.57,73.57,82.54,78.67,96.83,76.60,72.50,88.76,88.24
319,0.00012112960712974399,0.6148,82.51,73.71,82.46,78.46,96.80,76.59,72.50,88.43,88.24
320,0.00011868694836752685,0.6151,82.49,73.62,82.26,78.46,96.82,76.61,72.29,88.51,88.24
321,0.00011626811921403119,0.6154,82.51,73.84,82.09,78.53,96.85,76.60,71.88,89.01,88.24
322,0.00011387326887403324,0.6163,82.55,73.84,82.18,78.56,96.92,76.57,72.08,89.09,88.24
323,0.00011150254507318254,0.6068,82.53,73.71,82.26,78.56,96.92,76.59,72.29,88.60,88.24
324,0.00010915609404889016,0.6164,82.58,73.88,82.26,78.89,96.92,76.56,72.71,88.60,88.24
325,0.00010683406054130817,0.6161,82.63,73.84,82.23,78.89,96.92,76.67,73.12,88.84,88.24
326,0.00010453658778440107,0.6083,82.60,73.57,82.01,78.74,96.98,76.77,73.33,88.60,88.24
327,0.00010226381749711047,0.6081,82.58,73.57,82.26,78.60,96.96,76.65,73.33,88.76,88.24
328,0.00010001588987461347,0.6065,82.61,73.79,82.40,78.49,96.98,76.64,73.12,88.76,94.12
329,9.779294357967445e-05,0.6084,82.61,74.02,82.46,78.46,97.01,76.52,73.12,88.93,94.12
330,9.559511573409194e-05,0.5974,82.61,74.37,82.29,78.46,97.00,76.49,72.71,89.17,94.12
331,9.342254191024022e-05,0.6016,82.49,74.02,82.37,78.49,96.87,76.27,72.29,89.42,94.12
332,9.127535612270633e-05,0.6075,82.44,73.97,82.26,78.46,96.89,76.24,72.29,89.09,94.12
333,8.915369082002375e-05,0.5889,82.45,73.75,82.32,78.53,96.89,76.30,72.29,89.01,94.12
334,8.705767687650265e-05,0.5825,82.48,73.88,82.35,78.78,96.85,76.26,72.71,88.93,94.12
335,8.498744358415573e-05,0.5889,82.47,73.75,82.32,78.85,96.87,76.27,72.92,88.60,94.12
336,8.294311864472448e-05,0.5936,82.60,73.84,82.46,78.96,96.94,76.46,72.92,88.76,94.12
337,8.092482816180048e-05,0.5979,82.66,74.28,82.63,78.67,96.91,76.59,72.71,88.60,94.12
338,7.893269663304783e-05,0.6046,82.53,73.93,82.40,78.64,96.83,76.46,72.92,88.68,94.12
339,7.696684694252328e-05,0.5929,82.55,73.93,82.60,78.74,96.83,76.37,72.92,88.76,94.12
340,7.50274003530953e-05,0.5918,82.54,73.97,82.46,78.71,96.85,76.42,73.54,88.35,94.12
341,7.311447649896551e-05,0.6027,82.51,73.71,82.29,78.67,96.85,76.47,73.54,88.43,94.12
342,7.122819337828752e-05,0.5843,82.56,73.93,82.40,78.81,96.87,76.49,72.92,88.35,94.12
343,6.93686673458898e-05,0.5918,82.57,73.79,82.29,78.74,96.85,76.60,73.33,88.43,94.12
344,6.753601310609673e-05,0.5919,82.47,73.53,82.35,78.81,96.82,76.35,73.54,88.35,94.12
345,6.573034370565489e-05,0.5909,82.51,73.88,82.29,78.49,96.94,76.41,73.12,88.60,94.12
346,6.395177052675794e-05,0.5836,82.53,73.62,82.40,78.64,96.91,76.55,72.71,88.18,94.12
347,6.220040328017773e-05,0.5823,82.52,73.66,82.51,78.60,96.89,76.53,73.12,87.77,94.12
348,6.047634999849531e-05,0.5930,82.49,73.71,82.43,78.56,96.87,76.45,73.33,87.93,94.12
349,5.877971702943833e-05,0.5851,82.53,74.15,82.54,78.53,96.89,76.46,72.92,87.77,94.12
350,5.711060902932042e-05,0.5776,82.60,74.19,82.49,78.81,96.91,76.57,72.71,87.93,88.24
351,5.546912895658472e-05,0.5837,82.62,74.06,82.54,78.74,96.89,76.67,72.29,88.02,94.12
352,5.385537806545469e-05,0.5898,82.61,74.24,82.51,78.85,96.78,76.62,72.08,88.18,94.12
353,5.226945589968626e-05,0.5866,82.58,74.02,82.46,78.60,96.80,76.70,72.29,88.10,94.12
354,5.0711460286429444e-05,0.5900,82.64,73.97,82.57,78.67,96.83,76.71,73.12,88.35,94.12
355,4.918148733019204e-05,0.5849,82.66,73.84,82.49,78.49,96.78,76.91,72.92,88.43,94.12
356,4.767963140691317e-05,0.5875,82.66,73.62,82.43,78.67,96.87,76.85,73.12,88.60,94.12
357,4.620598515814021e-05,0.5908,82.63,73.13,82.57,78.64,96.87,76.79,73.54,88.76,94.12
358,4.4760639485315584e-05,0.5819,82.64,73.17,82.43,78.64,96.87,76.84,73.54,88.93,94.12
359,4.334368354416847e-05,0.5833,82.63,73.35,82.77,78.56,96.92,76.71,72.50,88.76,94.12
360,4.195520473921565e-05,0.5855,82.63,73.35,82.66,78.56,97.00,76.72,72.50,88.76,88.24
361,4.059528871837039e-05,0.5827,82.69,73.04,82.74,78.81,96.98,76.76,73.12,89.17,94.12
362,3.92640193676584e-05,0.5699,82.73,73.22,82.68,78.96,97.00,76.79,72.71,89.26,94.12
363,3.796147880604422e-05,0.5725,82.68,73.31,82.60,78.78,97.03,76.80,72.29,88.68,94.12
364,3.668774738036508e-05,0.5554,82.56,73.17,82.54,78.64,96.98,76.61,71.88,88.76,94.12
365,3.544290366037528e-05,0.5786,82.57,73.09,82.63,78.78,97.07,76.59,71.46,88.51,94.12
366,3.4227024433899005e-05,0.5826,82.58,73.48,82.63,78.89,97.07,76.50,71.67,88.35,94.12
367,3.304018470209441e-05,0.5672,82.61,73.57,82.66,78.96,97.03,76.52,72.08,88.43,88.24
368,3.188245767482659e-05,0.5750,82.64,73.44,82.71,79.06,97.05,76.61,71.88,88.18,88.24
369,3.075391476615199e-05,0.5750,82.58,73.40,82.54,78.78,97.07,76.57,72.29,88.26,88.24
370,2.9654625589913237e-05,0.5694,82.51,73.17,82.63,78.67,97.00,76.46,72.08,88.35,94.12
371,2.85846579554446e-05,0.5636,82.51,73.53,82.54,78.74,96.96,76.41,71.88,88.35,94.12
372,2.754407786339001e-05,0.5778,82.52,73.26,82.54,78.89,97.00,76.46,72.08,88.18,94.12
373,2.65329495016309e-05,0.5619,82.49,73.22,82.29,79.03,97.03,76.42,72.08,88.10,94.12
374,2.5551335241327672e-05,0.5666,82.45,73.31,82.29,78.96,97.01,76.32,72.50,88.10,94.12
375,2.4599295633071483e-05,0.5692,82.48,73.26,82.21,78.92,97.01,76.45,72.29,88.18,94.12
376,2.3676889403150105e-05,0.5696,82.46,73.22,82.26,78.92,97.03,76.38,72.08,88.18,94.12
377,2.2784173449924576e-05,0.5717,82.45,73.04,82.26,79.06,97.03,76.35,72.08,88.18,94.12
378,2.1921202840320077e-05,0.5729,82.49,73.04,82.32,79.21,97.00,76.41,72.08,88.26,88.24
379,2.1088030806428655e-05,0.5648,82.45,73.00,82.26,78.96,97.01,76.39,72.29,88.35,88.24
380,2.0284708742225903e-05,0.5649,82.44,73.09,82.35,78.99,97.05,76.32,72.50,87.93,88.24
381,1.9511286200400937e-05,0.5550,82.48,73.22,82.32,78.89,97.05,76.45,72.29,87.93,88.24
382,1.8767810889299086e-05,0.5736,82.49,73.17,82.35,78.78,97.07,76.49,71.88,88.10,88.24
383,1.8054328669979762e-05,0.5543,82.47,73.13,82.26,78.71,97.07,76.49,72.29,88.02,88.24
384,1.7370883553386936e-05,0.5598,82.51,73.13,82.37,78.74,97.10,76.56,72.29,87.93,82.35
385,1.671751769763476e-05,0.5658,82.52,73.26,82.21,78.71,97.12,76.62,71.88,88.10,82.35
386,1.609427140540686e-05,0.5613,82.55,73.09,82.23,78.74,97.17,76.68,72.08,88.18,82.35
387,1.5501183121470264e-05,0.5625,82.59,73.17,82.32,78.96,97.12,76.69,72.50,88.10,82.35
388,1.493828943030402e-05,0.5572,82.56,73.00,82.37,78.92,97.12,76.67,72.50,87.77,88.24
389,1.4405625053842511e-05,0.5682,82.49,73.22,82.32,78.78,97.01,76.62,71.88,87.60,88.24
390,1.3903222849333507e-05,0.5658,82.42,72.86,82.09,78.74,97.00,76.63,72.29,87.36,88.24
391,1.3431113807311486e-05,0.5585,82.38,72.78,82.18,78.81,97.14,76.44,71.88,87.36,82.35
392,1.29893270496861e-05,0.5613,82.40,72.78,82.37,78.81,97.08,76.47,71.46,87.27,82.35
393,1.2577889827945394e-05,0.5562,82.41,72.51,82.37,78.89,97.12,76.50,71.25,87.52,82.35
394,1.2196827521475402e-05,0.5658,82.40,72.51,82.40,78.78,97.14,76.42,71.25,87.85,82.35
395,1.184616363599408e-05,0.5675,82.42,72.47,82.49,78.78,97.07,76.50,71.25,87.85,82.35
396,1.1525919802101659e-05,0.5691,82.40,72.73,82.37,78.81,97.12,76.41,71.04,87.85,82.35
397,1.123611577394633e-05,0.5750,82.41,72.69,82.23,78.92,97.12,76.49,71.04,87.69,82.35
398,1.0976769428005579e-05,0.5642,82.38,72.64,82.32,78.89,97.14,76.38,71.04,87.69,88.24
399,1.0747896761983724e-05,0.5627,82.40,72.60,82.32,78.89,97.16,76.41,71.67,87.60,88.24
400,1.0549511893824899e-05,0.5590,82.36,72.73,82.32,78.78,97.14,76.32,71.46,87.60,88.24
